0.3130122 0.0003986293
0.2957609 0.0003386912
0.2773274 0.0003454175
0.2670872 0.0003355355
0.2586861 0.0003235884
0.2576124 0.000325305
0.2571609 0.000304718
0.2525307 0.0002964088
0.2563532 0.000290008
0.2602459 0.0002901216
0.2686883 0.0003014664
0.2687798 0.0002931018
0.2811147 0.0002969613
0.2713457 0.0002847803
0.2610639 0.0002673905
0.2633079 0.0002645911
0.2616511 0.0002617188
0.2825097 0.0002655072
0.2784725 0.0002552526
0.2715444 0.0002408818
0.27877 0.000212892
0.2923324 0.0002156828
0.2969836 0.0002118815
0.3048249 0.0002297536
0.3044204 0.0002459921
0.2940528 0.0002345118
0.2868746 0.0002460983
0.2607579 0.0002533121
0.2611021 0.000254246
0.2828522 0.0002579947
0.2729173 0.0002594704
0.2972073 0.0002361398
0.2895577 0.0002268799
0.2665398 0.0002278205
0.2683088 0.00024689
0.2720523 0.0002485967
0.2753406 0.000255976
0.2738942 0.0002652715
0.2620235 0.0002750818
0.2520387 0.0002821435
0.2708597 0.0002688031
0.2844623 0.0002684493
0.2624836 0.0002744537
0.2709811 0.0002480668
0.2781876 0.0002448222
0.2629215 0.0002336283
0.2612963 0.0002371312
0.2607337 0.0002535217
0.2615693 0.0002514212
0.2603647 0.0002593616
0.283025 0.0002459256
0.2763389 0.00023623
0.2775382 0.0002592869
0.2612696 0.0002545319
0.2558176 0.000253611
0.2518132 0.0002623715
0.2755806 0.0002611681
0.2453077 0.0002507741
0.2517149 0.0002419661
0.2419131 0.0002263972
0.2425456 0.0002144168
0.2468123 0.0002156983
0.2408501 0.0002200543
0.2592996 0.0002293856
0.2677041 0.000239026
0.2756209 0.0002366458
0.2637824 0.0002324058
0.286162 0.00023055
0.3023704 0.0002477828
0.2965482 0.0002682463
